,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price
1079,HYUNDAIGRAND I10,HYUNDAI,Noida,2016,18971,1,Petrol,181000,449099,8400,440699
1080,MARUTIBALENO,MARUTI,Gurgaon,2020,36600,1,Petrol,100000,711199,49100,662099
1081,HYUNDAIXCENT,HYUNDAI,Gurgaon,2014,64118,1,Petrol,181000,372299,0,372299
1082,HYUNDAIELITE I20,HYUNDAI,Noida,2019,22372,1,Petrol,367000,688099,5000,683099
1083,MGHECTOR,MG,New Delhi,2019,58968,1,Petrol,507000,1701599,188200,1513399
1084,TATAALTROZ,TATA,New Delhi,2020,17179,1,Petrol,474000,827999,33400,794599
1085,NISSANMAGNITE,NISSAN,New Delhi,2021,10835,1,Petrol,507000,961599,87100,874499
1086,MARUTISWIFT,MARUTI,Gurgaon,2014,56991,1,Petrol,181000,449399,0,449399
1087,MARUTISWIFT,MARUTI,New Delhi,2018,31027,2,Petrol,169000,637499,29300,608199
1088,MAHINDRAXUV500,MAHINDRA,Noida,2018,48707,1,Diesel,507000,1262999,5000,1257999
1089,HYUNDAICRETA,HYUNDAI,Noida,2021,22717,2,Petrol,507000,1060199,21400,1038799
1090,MARUTICELERIO,MARUTI,New Delhi,2020,28154,1,Petrol,507000,559699,0,559699
1091,TOYOTACOROLLA ALTIS,TOYOTA,New Delhi,2018,65783,1,Petrol,507000,1587099,97800,1489299
1092,MARUTIALTO 800,MARUTI,New Delhi,2018,6641,1,Petrol,169000,342599,0,342599
1093,MARUTIALTO K10,MARUTI,Gurgaon,2017,44907,2,Petrol,169000,351399,0,351399
1094,MARUTIBALENO,MARUTI,New Delhi,2016,14808,2,Petrol,181000,552399,0,552399
1095,MARUTIALTO,MARUTI,New Delhi,2021,2132,1,Petrol,367000,432599,28000,404599
1096,HONDAAMAZE,HONDA,New Delhi,2019,19470,1,Petrol,367000,863499,5000,858499
1097,HONDAJAZZ,HONDA,New Delhi,2017,19800,1,Petrol,169000,569899,5000,564899
1098,MARUTIBALENO,MARUTI,New Delhi,2017,9195,1,Petrol,370000,560099,0,560099
1099,HYUNDAIGRAND I10,HYUNDAI,Gurgaon,2019,39740,1,Petrol,507000,512299,15800,496499
1100,HYUNDAINEW I20,HYUNDAI,New Delhi,2021,11163,1,Petrol,507000,940999,60500,880499
1101,MAHINDRAXUV 3OO,MAHINDRA,Ghaziabad,2022,22158,1,Petrol,715000,1063499,0,1063499
1102,MARUTIALTO,MARUTI,New Delhi,2022,9585,1,Petrol,367000,428199,9800,418399
1103,TATATIAGO,TATA,New Delhi,2018,37635,2,Petrol,169000,518099,0,518099
1104,HYUNDAIGRAND I10,HYUNDAI,Ghaziabad,2018,15318,1,Petrol,169000,496099,5000,491099
1105,MARUTINEW  WAGON-R,MARUTI,Ghaziabad,2021,3371,1,Petrol,367000,570199,6900,563299
1106,HYUNDAIELITE I20,HYUNDAI,New Delhi,2016,37239,1,Petrol,181000,603899,0,603899
1107,MARUTIALTO,MARUTI,Gurgaon,2010,48178,2,Petrol,72000,173399,5900,167499
1108,MARUTISWIFT DZIRE,MARUTI,New Delhi,2014,38505,2,Petrol,181000,417599,0,417599
1109,HYUNDAIGRAND I10,HYUNDAI,Gurgaon,2016,27924,1,Petrol,181000,398199,5000,393199
1110,MARUTINEW  WAGON-R,MARUTI,Ghaziabad,2021,20784,1,Petrol,507000,542699,0,542699
1111,MARUTICELERIO,MARUTI,New Delhi,2017,11211,1,Petrol,169000,473499,12600,460899
1112,RENAULTKWID,RENAULT,Gurgaon,2019,27249,2,Petrol + CNG,367000,433299,9500,423799
1113,MARUTINEW  WAGON-R,MARUTI,New Delhi,2019,52754,1,Petrol + CNG,507000,555999,0,555999
1114,MARUTINEW  WAGON-R,MARUTI,New Delhi,2021,10754,1,Petrol + CNG,507000,640599,5800,634799
1115,HYUNDAIELITE I20,HYUNDAI,New Delhi,2018,29407,1,Petrol,169000,636399,0,636399
1116,HYUNDAIGRAND I10,HYUNDAI,New Delhi,2015,32773,2,Petrol,181000,392299,12100,380199
1117,MARUTIDZIRE,MARUTI,New Delhi,2017,26426,1,Petrol,169000,640599,10700,629899
1118,HYUNDAICRETA,HYUNDAI,New Delhi,2015,27829,1,Petrol,520000,870999,0,870999
1119,TATAALTROZ,TATA,New Delhi,2020,20718,2,Petrol,507000,806699,46200,760499
1120,HYUNDAICRETA,HYUNDAI,New Delhi,2019,28066,1,Petrol,367000,1252299,36900,1215399
1121,HYUNDAIVERNA,HYUNDAI,Gurgaon,2014,70528,2,Petrol,181000,469999,6800,463199
1122,HYUNDAICRETA,HYUNDAI,Gurgaon,2020,11479,1,Petrol,474000,1478799,0,1478799
1123,MARUTIWAGON R 1.0,MARUTI,New Delhi,2015,70248,2,Petrol,181000,301499,0,301499
1124,HYUNDAIGRAND I10,HYUNDAI,New Delhi,2016,62467,1,Petrol,102000,409499,10500,398999
1125,HONDAAMAZE,HONDA,New Delhi,2014,79067,2,Petrol,140000,361299,14500,346799
1126,HYUNDAICRETA,HYUNDAI,New Delhi,2020,28883,1,Petrol,474000,1407599,69600,1337999
1127,MGHECTOR,MG,New Delhi,2020,32463,2,Petrol,507000,1734199,87100,1647099
1128,FORDECOSPORT,FORD,Gurgaon,2016,58070,2,Petrol,181000,615499,0,615499
1129,RENAULTKWID,RENAULT,Gurgaon,2019,31621,1,Petrol,507000,422799,31400,391399
1130,MARUTINEW  WAGON-R,MARUTI,Ghaziabad,2021,14256,1,Petrol + CNG,715000,640599,0,640599
1131,MARUTISWIFT,MARUTI,Noida,2017,14863,2,Petrol,169000,489399,0,489399
1132,MARUTIALTO,MARUTI,New Delhi,2021,20144,1,Petrol,507000,407999,19700,388299
1133,MARUTINEW  WAGON-R,MARUTI,New Delhi,2021,15810,1,Petrol + CNG,507000,685199,9900,675299
1134,MARUTICELERIO,MARUTI,New Delhi,2016,28598,2,Petrol,181000,462799,5000,457799
1135,HONDAJAZZ,HONDA,New Delhi,2015,66871,2,Petrol,181000,469599,0,469599
1136,HYUNDAIELITE I20,HYUNDAI,New Delhi,2018,27543,1,Petrol,169000,676399,5000,671399
1137,TATANEXON,TATA,Gurgaon,2021,20933,1,Petrol,715000,1089999,0,1089999
1138,MARUTIDZIRE,MARUTI,New Delhi,2017,21503,1,Petrol,169000,635399,18500,616899
1139,HYUNDAII20,HYUNDAI,New Delhi,2014,53483,2,Petrol,181000,341999,0,341999
1140,HONDACITY,HONDA,New Delhi,2014,20770,2,Petrol,181000,605299,38700,566599
1141,HYUNDAIVERNA,HYUNDAI,Gurgaon,2016,93496,1,Petrol,507000,710299,0,710299
1142,HYUNDAIGRAND I10,HYUNDAI,Ghaziabad,2017,28246,1,Petrol,169000,480099,14100,465999
1143,TATAALTROZ,TATA,Gurgaon,2020,32106,1,Petrol,715000,822499,85000,737499
1144,MARUTICELERIO,MARUTI,New Delhi,2014,53437,1,Petrol,140000,337399,0,337399
1145,MARUTIBALENO,MARUTI,New Delhi,2019,26392,1,Petrol,367000,685899,34100,651799
1146,TATAALTROZ,TATA,New Delhi,2021,16699,1,Diesel,715000,883699,17600,866099
1147,MARUTIBALENO,MARUTI,Noida,2017,33015,1,Petrol,370000,602099,0,602099
1148,MARUTIALTO 800,MARUTI,Gurgaon,2014,82404,1,Petrol,468000,223699,0,223699
1149,MARUTIALTO 800,MARUTI,New Delhi,2017,37367,1,Petrol,169000,322899,0,322899
1150,HONDAAMAZE,HONDA,New Delhi,2021,21765,1,Petrol,715000,951599,0,951599
1151,TATAALTROZ,TATA,Gurgaon,2021,39940,1,Diesel,715000,974099,44800,929299
1152,HONDACITY,HONDA,Noida,2018,75813,1,Petrol,507000,1065299,57400,1007899
1153,TOYOTAGLANZA,TOYOTA,Gurgaon,2021,8466,1,Petrol,474000,927399,50500,876899
1154,HONDACITY,HONDA,New Delhi,2020,16253,1,Petrol,367000,1309399,58100,1251299
1155,HYUNDAICRETA,HYUNDAI,Noida,2020,62128,1,Diesel,507000,1195299,79900,1115399
1156,HONDACITY,HONDA,Noida,2017,59333,1,Petrol,507000,734499,41200,693299
1157,HYUNDAIGRAND I10,HYUNDAI,Gurgaon,2017,9446,1,Petrol,169000,595399,32600,562799
1158,MARUTINEW  WAGON-R,MARUTI,New Delhi,2021,22085,1,Petrol + CNG,507000,640599,0,640599
1159,MGHECTOR,MG,Gurgaon,2019,45037,1,Petrol,507000,1722599,190500,1532099
1160,HYUNDAIEON,HYUNDAI,Gurgaon,2015,46556,1,Petrol,140000,283699,5000,278699
1161,MAHINDRAXUV500,MAHINDRA,Noida,2019,53456,1,Diesel,715000,1385699,153000,1232699
1162,MARUTIBALENO,MARUTI,Noida,2019,11251,2,Petrol,367000,671499,41100,630399
1163,RENAULTKWID,RENAULT,Gurgaon,2020,15902,2,Petrol,367000,370599,5000,365599
1164,HYUNDAIGRAND I10,HYUNDAI,New Delhi,2016,28270,1,Petrol,181000,478099,6900,471199
1165,MARUTIALTO,MARUTI,New Delhi,2021,4889,1,Petrol,367000,438199,30700,407499
1166,MGHECTOR,MG,Noida,2019,11988,1,Petrol,474000,1756699,176300,1580399
1167,HYUNDAICRETA,HYUNDAI,Noida,2019,50353,1,Petrol,715000,1353699,52100,1301599
1168,HYUNDAIVERNA,HYUNDAI,Gurgaon,2015,59392,1,Petrol,181000,587899,0,587899
1169,MARUTIWAGON R 1.0,MARUTI,Gurgaon,2018,18933,1,Petrol,169000,426699,10300,416399
1170,MGHECTOR,MG,New Delhi,2021,8282,1,Petrol,474000,2050399,209700,1840699
1171,TATAALTROZ,TATA,New Delhi,2020,23603,1,Petrol,715000,827999,9500,818499
1172,HONDAAMAZE,HONDA,Gurgaon,2016,48927,2,Petrol,181000,546199,36900,509299
1173,HONDAAMAZE,HONDA,Noida,2019,72250,1,Petrol,507000,605799,0,605799
1174,MARUTINEW  WAGON-R,MARUTI,New Delhi,2019,26999,3,Petrol + CNG,367000,519799,7900,511899
1175,HYUNDAIVERNA,HYUNDAI,New Delhi,2020,12290,1,Petrol,474000,1418399,62600,1355799
1176,MAHINDRATHAR,MAHINDRA,Gurgaon,2021,6962,1,Diesel,849000,1702699,0,1702699
1177,HONDACITY,HONDA,Gurgaon,2020,7632,1,Petrol,474000,1297699,128700,1168999
1178,TOYOTAYARIS,TOYOTA,Noida,2020,9256,2,Petrol,367000,1011699,39100,972599
1179,MARUTISWIFT,MARUTI,New Delhi,2017,57610,1,Petrol,507000,435199,14150,421049
1180,MARUTIALTO,MARUTI,Gurgaon,2021,1842,1,Petrol,367000,438899,16800,422099
1181,HYUNDAIELITE I20,HYUNDAI,New Delhi,2019,49546,1,Petrol,507000,709699,5000,704699
1182,HYUNDAICRETA,HYUNDAI,Noida,2020,21119,1,Diesel,507000,1312299,0,1312299
1183,MARUTIALTO K10,MARUTI,Gurgaon,2015,58267,1,Petrol,140000,305349,0,305349
1184,FORDECOSPORT,FORD,Noida,2014,98676,1,Petrol,102000,476999,0,476999
1185,MAHINDRAXUV 3OO,MAHINDRA,New Delhi,2020,30557,1,Petrol,507000,931199,5000,926199
1186,MARUTIDZIRE,MARUTI,New Delhi,2018,42365,1,Petrol,507000,635199,5000,630199
1187,MARUTISWIFT,MARUTI,New Delhi,2018,28552,1,Petrol,169000,679899,5000,674899
1188,HYUNDAIVENUE,HYUNDAI,Noida,2021,12681,1,Petrol,507000,888199,15600,872599
1189,MARUTIBALENO,MARUTI,Gurgaon,2016,40738,1,Petrol,181000,525199,17900,507299
1190,MARUTINEW  WAGON-R,MARUTI,Gurgaon,2020,56131,1,Petrol + CNG,507000,553099,0,553099
1191,HONDACITY,HONDA,Noida,2020,6924,1,Petrol,474000,1304899,104100,1200799
1192,HONDAWR-V,HONDA,New Delhi,2022,6644,1,Petrol,474000,1063599,29900,1033699
1193,HYUNDAINEW SANTRO,HYUNDAI,Ghaziabad,2021,32036,1,Petrol + CNG,715000,626999,0,626999
1194,HYUNDAIELITE I20,HYUNDAI,New Delhi,2015,67217,1,Petrol,181000,488099,0,488099
1195,MARUTIALTO K10,MARUTI,New Delhi,2016,87390,1,Petrol + CNG,468000,362299,33100,329199
1196,MARUTINEW  WAGON-R,MARUTI,Noida,2021,15799,1,Petrol,507000,565899,19600,546299
1197,MARUTISWIFT,MARUTI,Gurgaon,2020,15138,1,Petrol,474000,762599,20000,742599
1198,HYUNDAIELITE I20,HYUNDAI,New Delhi,2017,19564,1,Petrol,169000,623599,0,623599
1199,MARUTIBALENO,MARUTI,Noida,2020,21463,1,Petrol,507000,671699,12000,659699
1200,MARUTISWIFT,MARUTI,Noida,2019,36602,1,Petrol,169000,686099,28100,657999
1201,HYUNDAII10,HYUNDAI,Gurgaon,2015,42141,2,Petrol,140000,360899,0,360899
1202,MARUTIALTO 800,MARUTI,New Delhi,2019,8469,1,Petrol,169000,342599,0,342599
1203,HYUNDAIGRAND I10,HYUNDAI,Gurgaon,2015,46613,1,Petrol,181000,394499,5000,389499
1204,HYUNDAICRETA,HYUNDAI,New Delhi,2018,51678,1,Petrol,507000,929099,31300,897799
1205,VOLKSWAGENPOLO,VOLKSWAGEN,New Delhi,2018,28361,1,Petrol,169000,621999,0,621999
1206,TATAHARRIER,TATA,New Delhi,2021,14291,1,Diesel,715000,1949499,102100,1847399
1207,MARUTICIAZ,MARUTI,New Delhi,2015,50714,1,Petrol,181000,691199,5000,686199
1208,HYUNDAINEW SANTRO,HYUNDAI,New Delhi,2019,10558,1,Petrol,367000,528499,0,528499
1209,HYUNDAIGRAND I10 NIOS,HYUNDAI,Gurgaon,2019,14592,1,Petrol,367000,643899,0,643899
1210,MARUTIBALENO,MARUTI,New Delhi,2016,21766,1,Petrol,181000,539499,33200,506299
1211,MAHINDRASCORPIO,MAHINDRA,Gurgaon,2020,55372,1,Diesel,715000,1468599,0,1468599
1212,SKODARAPID,SKODA,Gurgaon,2021,35096,1,Petrol,507000,1252599,61100,1191499
1213,HONDAAMAZE,HONDA,Noida,2019,30185,1,Petrol,367000,805699,45200,760499
1214,MARUTISWIFT,MARUTI,New Delhi,2016,31020,1,Petrol,181000,466199,9800,456399
1215,HYUNDAIXCENT,HYUNDAI,Noida,2014,90060,1,Petrol,102000,404899,0,404899
1216,MARUTIALTO K10,MARUTI,Gurgaon,2015,34559,2,Petrol,140000,325499,0,325499
1217,MARUTIALTO 800,MARUTI,New Delhi,2016,58807,2,Petrol,140000,288999,15300,273699
1218,MARUTIWAGON R 1.0,MARUTI,New Delhi,2017,34176,2,Petrol,468000,395099,12150,382949
1219,HONDAAMAZE,HONDA,Noida,2018,24330,2,Petrol,169000,715599,25200,690399
1220,MARUTIALTO,MARUTI,New Delhi,2021,17920,1,Petrol + CNG,507000,507699,37700,469999
1221,MARUTIALTO 800,MARUTI,Gurgaon,2019,14103,1,Petrol,169000,340699,0,340699
1222,MARUTISWIFT DZIRE,MARUTI,New Delhi,2013,99364,1,Petrol,468000,373499,10700,362799
1223,RENAULTKWID,RENAULT,Gurgaon,2019,35525,2,Petrol,507000,353599,16000,337599
1224,TATANEXON,TATA,Gurgaon,2022,15103,1,Petrol,715000,1211599,63300,1148299
1225,HYUNDAICRETA,HYUNDAI,Noida,2017,26739,1,Petrol,169000,919099,0,919099
1226,HONDAAMAZE,HONDA,Noida,2014,49554,1,Petrol,181000,406899,8600,398299
1227,MARUTIS CROSS,MARUTI,New Delhi,2022,1650,1,Petrol,474000,942099,5000,937099
1228,MARUTISWIFT,MARUTI,New Delhi,2013,51491,2,Petrol,181000,360799,0,360799
1229,MAHINDRAXUV500,MAHINDRA,Gurgaon,2019,91773,1,Diesel,715000,1296199,42950,1253249
1230,TOYOTAYARIS,TOYOTA,Gurgaon,2020,72495,1,Petrol,715000,936999,0,936999
1231,HYUNDAIGRAND I10,HYUNDAI,Noida,2013,79166,1,Petrol,181000,427099,0,427099
1232,HYUNDAIGRAND I10,HYUNDAI,Noida,2019,37726,2,Petrol,507000,521999,38600,483399
1233,MARUTIWAGON R 1.0,MARUTI,New Delhi,2018,24061,2,Petrol,169000,501099,13200,487899
1234,MARUTIDZIRE,MARUTI,Ghaziabad,2019,31076,1,Petrol,507000,730749,0,730749
1235,TATATIAGO,TATA,New Delhi,2018,63020,1,Petrol,507000,453899,0,453899
1236,MARUTICELERIO,MARUTI,Noida,2019,33989,2,Petrol,507000,450599,20300,430299
1237,MARUTIALTO,MARUTI,New Delhi,2019,26429,1,Petrol,367000,325699,21600,304099
1238,MARUTIWAGON R 1.0,MARUTI,Noida,2017,16858,1,Petrol,169000,434799,0,434799
1239,MARUTIBALENO,MARUTI,New Delhi,2020,20138,1,Petrol,507000,725599,0,725599
1240,HONDABRIO,HONDA,New Delhi,2015,96066,1,Petrol,102000,343299,5000,338299
1241,HYUNDAIELITE I20,HYUNDAI,New Delhi,2018,31960,2,Petrol,370000,574099,0,574099
1242,HYUNDAINEW SANTRO,HYUNDAI,Gurgaon,2019,18752,2,Petrol,367000,523699,0,523699
1243,MARUTIALTO 800,MARUTI,Gurgaon,2016,25105,1,Petrol,140000,303099,0,303099
1244,MARUTICIAZ,MARUTI,New Delhi,2017,10586,1,Petrol,169000,735699,0,735699
1245,MARUTIIGNIS,MARUTI,Ghaziabad,2018,8702,1,Petrol,169000,473899,10600,463299
1246,HYUNDAIXCENT,HYUNDAI,Gurgaon,2015,36353,1,Petrol,181000,453599,0,453599
1247,HYUNDAIELITE I20,HYUNDAI,New Delhi,2017,28911,1,Petrol,370000,623599,0,623599
1248,MARUTIBALENO,MARUTI,Noida,2020,19380,1,Petrol,367000,724699,5000,719699
1249,MARUTICIAZ,MARUTI,New Delhi,2020,18634,1,Petrol,367000,1069599,37100,1032499
1250,MARUTIALTO K10,MARUTI,New Delhi,2019,8041,1,Petrol,367000,428899,0,428899
1251,TATATIAGO,TATA,New Delhi,2022,12669,1,Petrol + CNG,507000,819599,9400,810199
1252,MARUTISWIFT,MARUTI,Noida,2013,56871,2,Petrol,181000,392199,0,392199
1253,HYUNDAIGRAND I10,HYUNDAI,New Delhi,2016,93624,1,Petrol,507000,417899,0,417899
1254,TATAHARRIER,TATA,New Delhi,2021,17524,1,Diesel,715000,2111249,278950,1832299
1255,HONDAAMAZE,HONDA,New Delhi,2017,46732,1,Petrol,169000,463599,5000,458599
1256,HYUNDAII10,HYUNDAI,Gurgaon,2012,62860,2,Petrol,140000,325399,27700,297699
1257,HYUNDAIVENUE,HYUNDAI,Gurgaon,2019,16373,1,Petrol,474000,1129599,0,1129599
1258,MARUTIDZIRE,MARUTI,New Delhi,2019,18604,1,Petrol,367000,717099,0,717099
1259,HYUNDAIGRAND I10,HYUNDAI,Gurgaon,2014,63096,1,Petrol,181000,435199,0,435199
1260,MGHECTOR,MG,Gurgaon,2019,52559,2,Diesel,715000,1522149,213450,1308699
1261,MARUTISWIFT,MARUTI,Gurgaon,2018,57153,1,Petrol,507000,623399,0,623399
1262,HYUNDAIVENUE,HYUNDAI,Gurgaon,2020,25071,2,Petrol,715000,1006699,0,1006699
1263,HONDABRIO,HONDA,Gurgaon,2013,52280,1,Petrol,140000,316099,0,316099
1264,HYUNDAIELITE I20,HYUNDAI,New Delhi,2016,52830,1,Petrol,181000,518099,6250,511849
1265,MARUTIBALENO,MARUTI,New Delhi,2018,32235,1,Petrol,169000,667499,27700,639799
1266,MARUTIALTO 800,MARUTI,Gurgaon,2015,58017,1,Petrol,140000,261899,9800,252099
1267,HYUNDAIVERNA,HYUNDAI,New Delhi,2013,48976,1,Petrol,181000,518899,0,518899
1268,HONDAAMAZE,HONDA,New Delhi,2014,45525,1,Petrol,140000,463999,0,463999
1269,DATSUNREDI GO,DATSUN,New Delhi,2018,22766,2,Petrol,169000,388599,0,388599
1270,MGHECTOR,MG,New Delhi,2019,33925,1,Petrol,715000,1759999,129900,1630099
1271,MARUTIS CROSS,MARUTI,Noida,2021,17888,1,Petrol,715000,1000699,0,1000699
1272,HYUNDAICRETA,HYUNDAI,Gurgaon,2017,49469,2,Petrol,169000,1048299,0,1048299
1273,MARUTINEW  WAGON-R,MARUTI,Noida,2020,50915,1,Petrol + CNG,507000,619399,0,619399
1274,MARUTIBALENO,MARUTI,Gurgaon,2016,52723,1,Petrol,181000,570299,56500,513799
1275,MARUTIDZIRE,MARUTI,New Delhi,2017,31712,1,Petrol,169000,654399,0,654399
1276,MARUTIBALENO,MARUTI,Ghaziabad,2015,57167,1,Petrol,181000,529099,5000,524099
1277,TATANEXON,TATA,Gurgaon,2021,17742,1,Petrol,715000,1070999,15100,1055899
1278,MARUTIALTO 800,MARUTI,Gurgaon,2017,18229,1,Petrol,169000,325499,0,325499
1279,MARUTISWIFT,MARUTI,New Delhi,2016,57873,2,Petrol,181000,413199,0,413199
1280,MARUTICIAZ,MARUTI,Gurgaon,2019,29458,1,Petrol,169000,856899,0,856899
1281,HYUNDAIVERNA,HYUNDAI,Ghaziabad,2016,75875,1,Petrol,102000,633199,0,633199
1282,HYUNDAIGRAND I10 NIOS,HYUNDAI,New Delhi,2020,16261,1,Petrol,367000,657599,27700,629899
1283,MARUTIS CROSS,MARUTI,New Delhi,2018,67477,1,Diesel,715000,688599,5000,683599
1284,MARUTIBALENO,MARUTI,Gurgaon,2019,31936,2,Petrol,100000,612199,49000,563199
1285,HONDAJAZZ,HONDA,Gurgaon,2017,26995,1,Petrol,169000,704799,24050,680749
1286,MARUTISWIFT,MARUTI,Gurgaon,2014,54460,3,Petrol,181000,338499,0,338499
1287,HYUNDAICRETA,HYUNDAI,New Delhi,2016,76840,3,Petrol,102000,770999,0,770999
1288,MARUTINEW  WAGON-R,MARUTI,Gurgaon,2021,34741,1,Petrol + CNG,507000,664499,12700,651799
1289,MARUTIALTO 800,MARUTI,Gurgaon,2016,69179,1,Petrol,102000,271399,5000,266399
1290,TATATIAGO,TATA,New Delhi,2021,27497,1,Petrol,507000,607499,17100,590399
1291,MGHECTOR,MG,Noida,2019,39456,1,Petrol,507000,1634199,152650,1481549
1292,MARUTIWAGON R 1.0,MARUTI,Ghaziabad,2018,82470,1,Petrol + CNG,507000,439699,0,439699
1293,MARUTIIGNIS,MARUTI,Noida,2021,12799,1,Petrol,715000,647999,5000,642999
1294,MARUTICIAZ,MARUTI,Gurgaon,2019,81454,1,Petrol,715000,818699,0,818699
1295,MARUTIALTO,MARUTI,Noida,2021,23812,1,Petrol + CNG,507000,512849,46050,466799
1296,MARUTIALTO 800,MARUTI,Noida,2016,42586,1,Petrol,140000,310799,10900,299899
1297,HYUNDAIELITE I20,HYUNDAI,New Delhi,2017,37323,1,Petrol,169000,602999,5000,597999
1298,TATANEXON,TATA,New Delhi,2018,70104,1,Diesel,507000,737899,0,737899
1299,HYUNDAICRETA,HYUNDAI,New Delhi,2016,75256,1,Petrol,102000,853899,37600,816299
1300,HYUNDAINEW SANTRO,HYUNDAI,New Delhi,2019,39950,1,Petrol + CNG,507000,547599,0,547599
1301,MARUTIBALENO,MARUTI,New Delhi,2020,20059,1,Petrol,474000,720799,0,720799
1302,MARUTINEW  WAGON-R,MARUTI,Noida,2020,29289,1,Petrol,507000,554299,5000,549299
1303,MARUTIBALENO,MARUTI,Gurgaon,2020,12502,1,Petrol,474000,720799,0,720799
1304,HYUNDAIELITE I20,HYUNDAI,New Delhi,2015,43969,1,Petrol,181000,510699,0,510699
1305,TATAHARRIER,TATA,New Delhi,2021,21245,1,Diesel,715000,1895199,193550,1701649
1306,HONDAWR-V,HONDA,New Delhi,2017,25767,1,Petrol,169000,771899,23200,748699
1307,MARUTIBALENO,MARUTI,New Delhi,2018,30266,2,Petrol,169000,611899,43400,568499
1308,MARUTISWIFT,MARUTI,New Delhi,2015,46000,1,Petrol,181000,435199,8000,427199
1309,MARUTISWIFT,MARUTI,New Delhi,2018,21852,1,Petrol,169000,682199,5000,677199
1310,MARUTIBALENO,MARUTI,Gurgaon,2019,30626,1,Petrol,507000,693299,24000,669299
1311,HYUNDAIELITE I20,HYUNDAI,New Delhi,2015,52391,1,Petrol,181000,566399,5000,561399
1312,HYUNDAIELITE I20,HYUNDAI,New Delhi,2015,57610,1,Petrol,181000,490599,0,490599
1313,MARUTIALTO K10,MARUTI,Noida,2015,45330,1,Petrol,140000,339799,5000,334799
1314,MARUTIBALENO,MARUTI,New Delhi,2018,36411,1,Petrol,169000,651999,18700,633299
1315,MARUTINEW  WAGON-R,MARUTI,New Delhi,2021,42028,1,Petrol + CNG,507000,527699,0,527699
1316,HYUNDAIGRAND I10,HYUNDAI,New Delhi,2017,49463,3,Petrol,169000,468999,44900,424099
1317,MARUTIWAGON R 1.0,MARUTI,New Delhi,2017,52936,1,Petrol,507000,403399,15050,388349
1318,HYUNDAICRETA,HYUNDAI,New Delhi,2019,12143,1,Petrol,474000,1260399,13300,1247099
1319,HYUNDAINEW SANTRO,HYUNDAI,Noida,2021,52922,1,Petrol + CNG,715000,626999,0,626999
1320,MARUTIALTO K10,MARUTI,New Delhi,2019,17543,1,Petrol,367000,428699,14300,414399
1321,MARUTIALTO K10,MARUTI,New Delhi,2018,83128,1,Petrol + CNG,507000,361699,0,361699
1322,MARUTIALTO K10,MARUTI,Ghaziabad,2017,41368,2,Petrol,169000,326599,18350,308249
1323,HYUNDAINEW SANTRO,HYUNDAI,Noida,2019,29153,1,Petrol,367000,495999,22500,473499
1324,MARUTICIAZ,MARUTI,Gurgaon,2018,70436,1,Petrol,507000,645899,0,645899
1325,MARUTIDZIRE,MARUTI,New Delhi,2019,21477,1,Petrol,367000,717199,34000,683199
1326,MARUTIS CROSS,MARUTI,New Delhi,2020,22781,1,Petrol,715000,1258199,0,1258199
1327,TATAALTROZ,TATA,New Delhi,2020,26416,1,Petrol,715000,830699,47200,783499
1328,HONDAJAZZ,HONDA,New Delhi,2020,10537,1,Petrol,474000,897849,72550,825299
1329,HYUNDAIELITE I20,HYUNDAI,Ghaziabad,2014,68195,1,Petrol,181000,496599,0,496599
1330,TATATIAGO,TATA,Gurgaon,2022,5752,1,Petrol + CNG,367000,762499,0,762499
1331,HYUNDAIVENUE,HYUNDAI,New Delhi,2020,15028,1,Petrol,367000,1132299,95900,1036399
1332,MARUTISWIFT DZIRE,MARUTI,Gurgaon,2013,82847,2,Petrol,181000,342899,0,342899
1333,MAHINDRASCORPIO,MAHINDRA,Noida,2020,56696,1,Diesel,507000,1714899,235600,1479299
1334,HONDAAMAZE,HONDA,New Delhi,2014,85454,1,Petrol,102000,414999,40900,374099
1335,MARUTIBALENO,MARUTI,Gurgaon,2020,12152,1,Petrol,474000,689899,0,689899
1336,MARUTICELERIO,MARUTI,Gurgaon,2018,64947,3,Petrol + CNG,507000,450799,0,450799
1337,DATSUNREDI GO,DATSUN,Gurgaon,2021,13153,1,Petrol,507000,463499,34300,429199
1338,HONDACITY,HONDA,New Delhi,2017,27652,2,Petrol,169000,972399,0,972399
1339,MARUTICIAZ,MARUTI,Gurgaon,2021,10032,1,Petrol,367000,1132499,97800,1034699
1340,HYUNDAIGRAND I10,HYUNDAI,Noida,2015,53512,1,Petrol,181000,416199,8350,407849
1341,MARUTIVITARA BREZZA,MARUTI,Noida,2022,8140,1,Petrol,474000,1042799,0,1042799
1342,HYUNDAIELITE I20,HYUNDAI,Gurgaon,2018,88155,1,Petrol,507000,674299,42300,631999
1343,TOYOTACOROLLA ALTIS,TOYOTA,New Delhi,2017,44929,2,Petrol,169000,1297499,74700,1222799
1344,HYUNDAIGRAND I10,HYUNDAI,Gurgaon,2017,28590,1,Petrol,169000,530799,5000,525799
1345,MARUTISWIFT,MARUTI,Noida,2017,55407,1,Petrol + CNG,507000,442799,15200,427599
1346,HYUNDAIELITE I20,HYUNDAI,New Delhi,2015,40969,1,Petrol,181000,576599,5000,571599
